index,name,lyric
,gidecegim-gurbet-ele,"['Gideceğim gurbet eldir', 'Ya gelinir ya gelinmez', 'Her güzele meyil verme', 'Ya sevilir ya sevilmez', ' Gel güllüm gel gel tellim gel', 'Gel nazlım ge gel ey gel ey', 'Gel ey gel ey hey', ' Has bahçenin nar ağacı', 'Kimi tatlı kimi acı', 'Benim derdimin ilâcı', 'Ya bulunur ya bulunmaz', ' Gel güllüm gel gel tellim gel', 'Gel nazlım ge gel ey gel ey', 'Gel ey gel ey hey']"
,gidem-dedim-aman-yarenlerim-darildi,"['Gidem dedim aman yarenlerim darıldı', 'Gitmem dedim yar boynuma sarıldı', 'Bize kısmet aman gurbet elden verildi', ' Bu ayrılık yaman büktü belimi', 'Yaradan Hak sen bilirsin halimi', "" Akdeniz'den aman su gelir boydan boydan"", 'Güzel arar isen al bizim soydan', 'Muradım değildir ayrılmak yardan', ' Bu ayrılık yaman büktü belimi', 'Yaradan Hak sen bilirsin halimi']"
,gitme-sana-muhtacim,"['Gitme sana muhtacım ', 'Gözümde nursun başımda tacın muhtacım ', 'Beni öldür öyle git ', 'Yaşamak için senin sevgine muhtacım ', ' Muhtacım gözlerine ', 'Muhtacım sözlerine ', 'Uzattım ellerimi ', 'Muhtacım ellerine gitme ', ' Şimdi bomboş ellerim ', 'Seni çağırır yaşlı gözlerim Muhtacım ', ' Beni öldür öyle git ', 'Yaşamak için senin sevgine muhtacım ', '']"
,gitmek-mi-zor-kalmak-mi-zor,"['Sormamışsın hiç kimseden', 'Pek üzgünmüşsün giderken', 'Arayıp durmuşsun beni', 'Kimseye belli etmeden', ' Gitmek mi zor kalmak mı zor', 'O sabahı gel bana sor', 'O ayrılığı gel bana sor', 'Dilim ne isterse desin', ' En acı sözler söylesin', 'İstiyordun ki sen beni', 'Ağlıyorken görmeyesin', 'Gitmek mi zor kalmak mı zor', ' O sabahı gel bana sor', 'O ayrılığı gel bana sor']"
,gittin-bu-gidis-bence-olumden-de-beterdi,"['Gittin bu gidiş bence ölümden de beterdi', 'Gönlüm geri dönmez o giden sevgili derdi', 'Hicrinle solan gam dolu ufkumd her akşam', 'Rüzgarlar elem şarkısı de geçerdi', '']"
,gizli-ask-bu,"['Gizli aşk bu söyleyemem', 'Derdimi hiç kimseye', 'Zevke veda neşeye de', 'Veda artık her şeye', ' Arzular bir bir hayal oldu ', 'Baharımın gülleri soldu', 'Gönlüm hicran,hasret,gamla doldu', ' Sevdim ama görmüyor bak gözlerim hiç kimseyi', 'Gizli aşk bir gizli dertmiş ', 'Feda ettim her şeyi', ' Arzular bir bir hayal oldu ', 'Baharımın gülleri soldu', 'Gönlüm hicran,hasret,gamla doldu']"
,gokyuzunde-yalniz-gezen-yildizlar,"['Gökyüzünde yalnız gezen yıldızlar,', 'Yeryüzünde sizin kadar yalnızım,', 'Bir haykırsam belki duyulur sesim,', 'Ben yalnızım, ben yalnızım, yalnızım.', ' Kaderim bu böyle yazılmış yazım,', 'Hiçkimsenin aşkında yoktur gözüm,', 'Bir yalnızlık şarkısı çalar sazım,', 'Ben yalnızım, ben yalnızım, yalnızım.', ' Tatmadığım zevk kalmadı dünyada,', 'Hangi kalbe girdimse kaldı izim,', 'Taşa geçer kendime geçmez sözüm,', 'Ben yalnızım, ben yalnızım, yalnızım.', ' Kaderim bu böyle yazılmış yazım,', 'Hiçkimsenin aşkında yoktur gözüm,', 'Bir yalnızlık şarkısı çalar sazım,', 'Ben yalnızım, ben yalnızım, yalnızım.']"
,golgesinde-mevsimler-boyu,"['Gölgesinde mevsimler boyu oturduğumuz', 'Hep elele vererek hayaller kurduğumuz', 'Kimi üzgün, kimi gün neşeyle dolduğumuz', 'O ağacın altını şimdi anıyor musun?', 'O güzel günler içim bilmem yanıyor musun?', ' Attığımız tarih de, çizdiğimiz o kalp de', 'Silinmemiş duruyor, hepsi yerli yerinde', 'Sen şarkılar söylerdin yatarken dizlerimde', 'O ağacın altını şimdi anıyor musun?', 'O güzel günler içim bilmem yanıyor musun?']"
,gonlum-hevesi-zulf-i-siyehkare-dusurdun,"['Gönlüm hevesi zulf-i siyehkare düşürdüm', 'Murg-u dilimi ates-i hicrane düşürdüm', 'Yar yar asub-u cihan ey mehl-i devran', 'Dost dost derdere derman, halim pek yaman', ' Terennum...', ' Murg-u dilimi ates-i hicrana düsürdüm', 'Gül sevkine bitab bugün naleler ettim', 'Yar yar naleler ettim', 'Sadpare dil-i gonca-i gülfame düşürdüm', 'Yar yar gülfame düşürdüm', 'Terennum...']"
,gonlumde-oturdum-da-huzunlendim-o-yerde,"['Gönlümle oturdum da hüzünlendim o yerde', 'Sen nerdesin ey sevgili yaz günleri nerde', 'Dağlar ağarırken konuşurduk tepelerde', 'Sen nerde o fecrin ağaran dağları nerde', ' Akşam guneş artık deniz ufkunda silindi', 'Hülya gibi yalnız gezinenler koya indi', 'Ben kaldım uzaklarda günün sesleri dindi', 'Gönlümle hayalat gibi ben kaldım o yerde', 'Sen nerdesin ey sevgili yaz günleri nerde']"
,gordugum-ruya,"['Gördüğüm rüya mı gerçek mi bilmem', 'Elden ele gezen güle dönmüşsün', 'Saçların tarımar, gözlerinde nem', 'Ateşe benzerdin, küle dönmüşsün', 'Bir çok arı gelmiş tatmış tadından', 'Niceleri konup uçmuş dalından', 'Hiç eser kalmamış eski halinden', 'Kara damga yemiş pula dönmüşsün', 'Bir zamanlar bana seninim derdin', 'Ne kadar yalvarsam gülüp geçerdin', 'Ben senin uğruna ömrümü verdim', 'Daha evlenmeden dula dönmüşsün']"
,gordum-seni-birgun,"['Gördüm seni bir gün', ""Yeni açmış Gül'e döndün"", ' Coştum şakıyıp aşk okuyan bülbüle döndün', 'Bak ayrılığın şimdi karanlık bu canından', 'Bir bağrı yanık boynu bükük sümbüle döndüm', '']"
,gorulmemis-devri-yusuftan-beri-hic-boyle-guzel,"[""Görülmemiş devr-i yusuf'tan beri hiç böyle güzel"", 'Tavrı güzel, sesi güzel, raksı güzel, ah o güzel', 'Kendi yanan ateşine yaktı beni ah o güzel', 'Tavrı güzel, sesi güzel, raksı güzel, ah o güzel', '']"
,goz-yasimda-saklisin,"['Gözyaşımda saklısın', 'Ağlayamam ben', 'Düşeceksin diye kirpiklerimden', 'Damarımda kan olup dolaşıyorken', 'Beni böyle bırak git', 'Git gidebilirsen', ' Git mutlu olacaksan', 'Beni düşünme', 'Sen iyi bak kendine', 'Beni dert etme', ' Önce bir dur düşün bir bak halime', 'Beni böyle bırak git', 'Git gidebilirsen']"
,gozlerin-doguyor-gecelerime,"['ne mektup geliyor ne haber senden', 'söyle de bileyim bıktın mı benden', 'her akşam güneşin battığı yerden', 'gözlerin doğuyor gecelerime', ' çileli doğmuşum zaten ezelden', 'hasrete alıştım ne gelir elden', 'yaşlı gözlerime baktığın yerden', 'gözlerin doğuyor gecelerime', ' geçilmez gurbetin sokaklarından', 'içilmez suları pınarlarından', 'öptüğüm o ıslak dudaklarından', 'sözlerin doğuyor gecelerime', ' çileli doğmuşum zaten ezelden', 'hasrete alıştım ne gelir elden', 'yaşlı gözlerime baktığın yerden', 'gözlerin doğuyor gecelerime']"
,gozlerin-hayran-bakarmis,"['Gözlerin hayran bakarmış görmeyip ısrarımı', 'Bilmiyor avare gönlün öldüren kalp ağrımı', 'İstemem bir aşk yeter ben şimdi buldum yarimi', 'Her sevişmek bir sefer yakmak demektir bağrımı', '']"
,gozlerin-yeter,"['Şu felek yüzüme gülmeyiversin.', 'Her gün başka gülen yüzlerin yeter.', 'Bahtıma bir güneş doğmayıversin.', 'Gönlümün ışığı gözlerin yeter.', ' Rüzgarlı, yağmurlu, boralı, selli gönlüme', 'Aramam başka teselli.', 'Şiirli, türkülü, şarkı, gazelli,', 'Ruhumun nakışı sözlerin yeter.', ' Beklemem artık ben gülecek bahtı.', 'Peşinden koştum da yine bıraktı.', 'Neyleyim vefasız taç ile tahtı.', 'Başımı koyduğum dizlerin yeter.']"
,gozlerini-gozlerimden-ayirma-hic,"['Gözlerini gözlerimden ayırma hiç,', 'Ayırma hiç, ayırma hiç ne olur', 'Düşsün üstümüze karlar,', 'Yaksın yüzünü rüzgarlar,', ' Damla damla aksın yaşlar,', 'Gözlerini gözlerimden ayırma hiç,', 'Ayırma hiç, ayırma hiç ne olur', '   Ellerini ellerimden alma sakın,', 'Alma sakın, alma sakın ne olur', ' Ayrılmak olmaz hiç senden,', 'Rüyamızı bitirmeden,', 'Hasretimi dindirmeden,', '']"
,gozlerinin-icine-baska-hayal-girmesin,"['Gözlerinin içine başka hayal girmesin', 'Bana ait çizgiler dikkat et silinmesin', ' İstersen yum gözlerini', 'Tıpkı düşünür gibi', 'Benden evvel başkası', 'Bakıp seni görmesin', ' Kıskanırdım seni ben kendi gözümden bile', 'Nasıl verirdim seni bir gün yabancı ele', ' Sana gelen yollarda', 'Daima seni bekler', 'Benden evvel başkası', 'Seni görüp sevmesin..']"
,gozum-kesmiyor,"['Haklısın ne kadar üzsen de beni', 'Yüzüne bakmaya yüzüm tutmuyor', 'Vurduğun zincirden çözsen de beni', 'Bırakıp kaçmayı gözüm kesmiyor', 'Ahh gözüm kesmiyor', ' Vefasız gönlümü ben de kınadım', 'Göçmen kuşlar gibi aşklar sınadım', 'Kırk yerden kırıldı kolum kanadım', 'Bir daha uçmayı gözüm kesmiyor', 'Ahh gözüm kesmiyor', ' Ne çıkar sararıp solsa da yüzün,', 'Gönlümde baharsın gelse de güzün,', 'Çekilmez olsa da sitemin nazın,', 'Başka yar seçmeyi gözüm kesmiyor', 'Ahh gözüm kesmiyor']"
,gozumde-daim-hayal-i-cana,"['Gözümde dâim hayâl-i cânâ (Ah)', 'Gönülde her dem cemâl-i cânâ', 'Hey cânım hey ömrüm hey', '(Ah) Ey peri-rû dilber-i rânâ', 'Civân-ı nâzenin (Ah) gam benim', 'Şâdi senin hicrân benim devrân senin', 'Yâr benim devrân senin', 'Ey şâh-ı cihân ey dilde nihân', 'Senin gibi güzel efendim var', 'Var benim, yâr, yâr var benim', 'Gül yüzlü mâhım', 'Râhm eyle şâhım', 'Çeşm-i siyahım', 'Âlemde birsin']"
,gozyasi-bekleme,"['Ne zaman iki satır yazmaya kalksam', 'Hep sana hep seni hep bizi yazıyorum', 'Ne zaman bir kadeh alsam elime', 'Hep sana hep seni hep bizi içiyorum', ' Her gece kederdeyim', 'Durmadan içiyorum', 'Sevda ektim kalbime', 'Yalnızlık biçiyorum', ' Her gece kederdeyim', 'Durmadan içiyorum', 'Sevda ektim kalbime', 'Yalnızlık biçiyorum', ' ']"
,gozyaslarim,"['Aşkınla yanan kalbim ıstırabım elemim', 'Dinmiyor gözyaşlarım, yaşlarım gözyaşlarım', 'Kalbimden yaralıyım aşkınla divaneyim', 'Elem ıstırap yaşı yaşlarım, gözyaşlarım', ' Hasret acı ıstırap ölüm acı bir serap', 'Istırap şarkımızın yaşları gözyaşlarım', 'Kalbimden yaralıyım aşkınla divaneyim', 'Elem ıstırap yaşı yaşlarım, gözyaşlarım', '']"
,gurbet,"['Ruzgarlara kapilmis kuru yaprak misali', 'Gozlerimden gitmiyor nazli yarin hayali', 'Gurbet gurbet gurbet yolu hasret dolu', 'Yalnizim bu ellerde gonlum hasret doludur', 'Kimsesizim yalnizim yolum gurbet yoludur', 'Gurbet gurbet gurbet yolu hasret dolu', '']"
,gurbete-dustugum-gunden-beri,"['Gurbete düştüğüm günlerden beri', 'Ömrümün öksüzdür zevki kederi', 'Zaman ister dursun, ister yürüsün', 'Gün saymam ben sensiz geçen günleri', '']"
,gurbette-omrum-gececek,"['Gurbette ömrüm geçecek', 'Bir daracık yerim de yok', 'Oturup derdim dökecek', 'Bir vefalı yarim de yok', 'Aman aman aman aman', 'Bir vefalı yarim de yok', ' Gönlüm bir güzele düştü', 'Sarf edecek malım da yok', 'Özendim derviş olmaya', 'Hırka ile şalım da yok', 'Aman aman aman aman', 'Hırka ile şalım da yok...', ' Dünya derler o da fani', 'Veren alır tatlı canı', 'Hasta düştüm ilaç hani', 'Bir yudum su verenim yok', 'Aman aman aman aman', 'Bir yudum su verenim yok']"
,gucume-gidiyor-boyle-yasamak,"['Bir gün sevdiğimi anlayacaksın', 'O zaman ellerin bomboş kalacak', 'Beni kaybedecek anlayacaksın', 'Gücüme gidiyor böyle yaşamak', ' Beklesem saçıma aklar dolacak', 'Ağlasam gözümde yaş kalmayacak', 'Unutursam aşkıma yazık olacak', 'Gücüme gidiyor böyle yaşamak', '']"
,gul-agaci-degilem,"['Gül ağacı değilem', 'Her gelene eğilem', 'Çek elini elimden', 'Ben sevgilen değilem', ' Nice güle arzeyleyem', 'Kızıl gülem ben', 'Kollarını sar boynuma', 'Sevgilinem ben', ' Elimde eli yarim', 'Olmuşam deli yarim', 'Bugünüm böyle geçti', 'Sabahı bekle yarim']"
,gul-ve-bulbul,"['Bülbül aşıkmış güle', 'Gül naz eder bülbüle', 'Gel bana siyah gülüm', 'Çektirme artık çile', ' Bülbül gülün gül bülbülün', 'Aşıkıyım bir sümbülün', ' Kalbimin nazlı goncası', 'Hayatım tatlı sevgilim', ' Sensin ümidim neşem', 'Nasıl severim bilsen', 'Gel bana benim ol sen', 'Bitsin artık bu elem', ' Bülbül gülün gül bülbülün', 'Aşıkıyım siyah gülün', 'Kalbimin nazlı goncası', 'Hayatım tatlı sevgilim']"
,gul-yuzlulerin-sevkine-gel,"['Gül yüzlülerin şevkine gel núş edelim mey aman aman,', 'Gül yüzlülerin şevkine gel núş edelim mey.', 'İşret edelim yâr ile şimdi demidir hey aman aman,', 'İşret edelim yâr ile şimdi demidir hey.', ' Bu kavli sürâhi eğilip sâgâra söyler, ne der.', ' Adilleredir, nâtenedir nâtenedir ney aman aman', 'Dümderelâdir, nâtenedir nâtenedir ney.', ' Mecliste çalındı yine tambur ile neyler aman aman,', 'Mecliste çalındı yine tambur ile neyler.', 'Aşık-ı biçarelerin gönlünü eyler aman aman.', 'Aşık-ı biçarelerin gönlünü eyler.', ' Daire semâi tutarak ney neye söyler, ne der.', ' Adilleredir, nâtenedir nâtenedir ney aman aman.', 'Dümderelâdir, nâtenedir nâtenedir hey.']"
,gule-sor-bulbule-sor,"['Güle sor, bülbüle sor hâlimi, hicrânımı dinle', 'Ağlarım şimdi seviştiğimiz o yerlerde seninle', 'Sönüyor nûr-ı hayâtım bu tâhassürle, eninle', 'Ağlarım şimdi seviştiğimiz o yerlerde seninle.', '']"
,gule-sorma-o-bilmez-aski-sevdayi-neseyi,"[""Güle sorma, o bilmez aşkı, sevdayı, neş'eyi"", 'Lâleye sor, çiğdeme sor, mor menekşeye sor', ""Neş'eli ol kara gözlüm, şirin sözlüm"", 'Gel bana, daima gül, şarkı söyle, oyna', ' Ne güzel de oynarsın, fıkır fıkır kaynarsın', 'Şen şakrak, hem güzelsin ateşinle yakarsın', ' Gülüşünle sen aşkım oldun ey dilber sevgilim', 'Oyna artık dön güzelim tüller omzunda', 'Gül dudaklım, kara gözlüm, şirin sözlüm', 'Gel bana, daima gül, şarkı söyle,oyna', ' Ne güzel de oynarsın, fıkır fıkır kaynarsın', 'Şen şakrak, hem güzelsin ateşinle yakarsın']"
,gulnihal,"['Yine bir Gülnihal', 'Aldı bu gönlümü', 'Sim ten gonca fem', 'Bibedel ol güzel', ' Ateşin ruhleri', 'Yaktı bu gönlümü', 'Pür eda pür cefa', 'Pek küçük pek güzel', ' Görmedim kimsede', 'Böyle bir Dilruba', 'Böyle kaş böyle göz', 'Böyle el böyle yüz', ' Aşıkın bağrını', 'Üzmeye göz süzer', 'El aman pek yaman', 'Her zaman ol güzel']"
,gulunce-gozlerinin-ici-guluyor,"['Gülünce gözlerinin içi gülüyor,', 'Kendimi senden alamıyorum.', 'Bilmem bakışların neler söylüyor ', 'Cesaretim yok ki soramıyorum. ', ' İçime dert oldu mahzun bakışın,', 'Seni düşünmeden duramıyorum.', 'Beni öylesine aldın ki benden ', 'Kendimi arayıp bulamıyorum.', '']"
,gun-dogmadan-neler-dogar,"['Gün doğmadan neler doğar', 'Herkes sevdiğini arar', 'Dünya sensiz bana çok dar', 'Seni yalancı seni, aldattın beni', ' Güller gibi açıyorsun', 'Niye benden kaçıyorsun', 'Başıma dert açıyorsun', 'Seni yalancı seni, aldattın beni.', ' Yanakların ala benzer', 'Dudakların bala benzer', 'Senin ruyan fala benzer', 'Seni yalancı seni, aldattın beni.']"
,gun-dogmayacak-belli-bu-askin-gecesinden,"['Gün doğmayacak belli bu aşkın gecesinden', 'Hicran okunur gençliğimin dertli sesinden', 'Kalbim aciyor günleri sensiz yasadikça', 'Hicran okunur gençliğimin denli sesinden', '']"
,gunlerdir-icime-coktu-ayrilik,"['Günlerdir içime çöktü ayrılık', 'Böyle boynu bükük duruşum ondan', 'Yağacak bir bulut gibi doluyum', 'Böyle ağlamaklı duruşum (oluşum) ondan', ' Şurası göz göze geldiğimiz yer', 'Şurası söyleşip güldüğümüz yer', 'Şurası baş başa kaldığımz yer', 'Buralara sık sık gelişim ondan', ' Beni yalnız koyup mahzun hallerde', 'Sen nasılsın acep gurbet ellerde', 'Geleeksin diye gözüm yollarda', 'Uzaklara öyle (böyle) dalışım ondan']"
,hala-yasiyor-kalbimin-en-guzel-yerinde,"['Hala yaşıyor kalbimin en gizli yerinde', 'Bir hatıra ki izleri yıllarca derinde', 'Hummalı geçen bir gecenin ta seherinde', 'Bir hatıra ki izleri yıllarca derinde', '']"
,haleli-gozlerin-hayale-dondu,"['Haleli gözlerin hayale döndü', 'Aşkımın ateşi melale döndü', 'Gönlümde hüzün var yaklaştı akşam', 'Ömrümün güneşi zevale döndü', ' Hayalsiz bir ömür durgun bir gölmüş', 'Sevdasız bir hayat susuz bir çölmüş', 'Sevmek sevilmekmiş cihanın zevki', ""Ra'şesiz bir ömür farzet ki ölmüş"", '']"
,hali-dilimi-serh-edemem-kimseye-eyvah,"['Hal-i dilimi serh edemem kimseye eyvah', 'Bir ben bilirim cektigimi bir dahi allah', 'Vuslat sozunu yad ederim dem be dem eyvah', 'Bir ben bilirim cektigimi bir dahi allah', '']"
,hal-i-nezimde-acirsin-sevdigim,"[""Hâl-i nez'imde acırsın sevdiğim dinle beni"", 'A benim rûh-i revânım seven ölsün mü seni', 'Firkat olmazsa diriğ eylemezem cân-ü teni', 'A benim rûh-i revânım seven ölsün mü seni', '']"
,halime,"['Halimenin aşıkları', 'Vur zilleri çal kaşıkları', ' Aman Halimem yandan', 'Severim seni candan', ' Kuru fasulya kaynamaz oldu', 'Halime kız oynamaz oldu', ' Aman Halimem yandan', 'Severim seni candan', ' İki tabak birde kaşık', 'İşlerimiz hep dolaşık', ' Aman Halimem yandan', 'Severim seni candan']"
,ham-meyva,"['Ham Meyvayı Kopardılar Dalından,', 'Beni Ayırdılar Nazlı Yarimden.', 'Eğer Yarim Tutmaz İse Salımdan,', 'Onun İçin Açık Gider Gözlerim.', ' Benim Yarim Yaylalarda Oturur,', 'Ellerini Soğuk Suya Batırır.', 'Demedim Mi Nazlı Yarim Ben Sana,', 'Çok Muhabbet Tez Ayrılık Getirir.', ' Uzun Olur Gemilerin Direği,', 'Yanık Olur Anaların Yüreği.', 'Ne Sen Gelin Oldun Ne Ben Güveyi,', 'Onun İçin Açık Gider Gözlerim.']"
,hanceri-askinla-ey-yar,"['Hancer-i aşkınla ey eyar sinem uzre vurma hiç', 'Öyle bir derde giriftarım ki halim sorma hiç', 'Ağladıkça gözlerimden kan gelir   yaş yerine', 'Öyle bir derde giriftarım ki halim sorma hiç', '']"
,hangi-ruzgar-atti-seni,"['""Hangi rüzgar attı seni', 'Özlemişim görmeyeli', 'Giderken böyle değildin', 'Sen de yıkılmışsın belli', ' Pişmanlıktan hasretten mi?', 'Söyle neden döndün geri?', 'Kaybettin de her şeyini', 'Kimse sevmedi mi seni?', ' Hangi rüzgar attı seni', 'Yitirmişsin ümidini', 'Gözlerinde o ışık yok', 'O renkli rûyalar hani?', ' Pişmanlıktan hasretten mi?', 'Söyle neden döndün geri?', 'Kaybettin de her şeyini', 'Kimse sevmedi mi seni?""']"
,hani-gelecektin-bana,"['Hani gelecektin bana?', 'Ne zaman', 'Hani sevecektin beni.', 'Ne zaman ne zaman', ' Benim olacaktı aşkın', 'Ne zaman ne zaman ah ne zaman', 'Yine sevecektin beni', 'Ne zaman ne zaman', ' Kalbim senin olsun', 'Ömrüm senin olsun', 'Sen de beni sev bir an', 'Fakat söyle ne zaman', 'Aah ne zaman']"
,hasret-icimde-bir-kor,"['Hasret içimde bir kor', 'Gitmek kolay kalmak zor', 'Ayrılık acısını nasıl çektim bana sor', ' Yıllar yıla eklendi', 'Yolların hep beklendi', 'Senin için bilemezdim bilemezsin neler dendi', ' Candan seven bir kuldum', 'Ne ummuştum ne buldum', 'Ne yazık en sonunda ne oldu unutuldum']"
,hasta-kalbimde-yanan-derdi,"['Hasta kalbimde yanan derdi niçin anlamadın', 'Seni leyla sevdimdi siyah gözlü kadın', 'Hıçkıran gönlüme hüsranıma hiç ağlamadın', 'Seni leyla diye sevdimdi siyah gözlü kadın', '']"
,hastayim-yasiyorum,"['Hastayım yaşıyorum', 'Görünmez hayalinle', 'Belki bir gün bir gün diye', 'Beklerim ümit ile', ' Çürüyor zavallı ruhum', 'Aşkının hasretiyle', ' Hastayım yaşıyorum', 'Görünmez hayalinle', 'Belki bir gün bir gün diye', 'Beklerim ümit ile', ' Çürüyor zavallı ruhum', 'Aşkının hasretiyle']"
,hava-nasil-oralarda,"['Senden ayrı geçen günler', 'Ha bugün ha yarın biter', 'Omzumda onca yük varken', 'Omzumda onca yük varken', 'Biri iner biri biner', 'Biri iner biri biner', ' Sen her gece rüyalarımda gelip bana ağlıyorsun', 'Kimbilir beni kimlerden sorup haber alıyorsun', 'Ne haldeyim biliyormusun', ' Hava nasıl oralarda üşüyor musun', 'Kar yağıyor saçlarıma bilmiyorsun', 'Bildiğim pek çok doğru var', ' ']"
