index,name,lyric
,segah-saz-semaisi,"['Şarkı enstrümantal olduğu için şarkı sözü bulunmamaktadır.', '']"
,sen-ask-nedir-bilmezsin,"['Söyle neden gelmiyorsun', 'Halimi hiç bilmiyorsun', 'Göz yaşımı silmiyorsun', 'Sen aşk nedir bilmez misin', 'Sen asşk nedir sevgilim bilmez misin', ' Sana cefa etmedim ki', 'Gönlünü incitmedim ki', 'Terk edip de gitmedim ki', 'Sen asşk nedir bilmez misin', 'Sen aşk nedir sevgilim bilmez misin', ' Seni her an özlüyorum', 'Yollarını gözlüyorum', 'Sevmesen de seviyorum', 'Sen asşk nedir bilmez misin', 'Sen aşk nedir sevgilim bilmez misin']"
,sen-beni-unut,"['Sen beni unut', 'Madem ki kalmadı bende bir umut', 'Bu elden gidelim sen beni unut', ' Tesadüf olur da karşılaşırsak', 'Yabancı durayım sen beni unut', ' Kalbine aşkımdan köz bırakmadan', 'Ardından denecek söz bırakmadan', ' Maziden bir parça iz bırakmadan', 'Ben toprak olayım sen beni unut', ' Varsın da sensizlik kaderim olsun', '']"
,sen-benim-ozledigim,"['Sen benim özlediğim', 'Yıllarca beklediğim', 'Gel artık gel dediğim', 'Biricik sevgilimsin', ' Yoluna gül döktüğüm', 'Resmini hep öptüğüm', 'Önünde diz çöktüğüm', 'Biricik sevgilimsin', ' Gönülden sevilecek', 'Her derdi çekilecek', 'Uğrunda ölünecek', 'Biricik sevgilimsin']"
,sen-bu-yerden-gideli,"['Sen bu yerden gideli (aman) ey saçı zer', 'Seni söyler bana dağlar dereler', 'Gayret-i âhım ile bâd inler', 'Seni söyler bana dağlar dereler', '']"
,sen-kimseyi-sevemezsin,"['Sen kimseyi sevemezsin', 'Sevmeyeceksin sevmeyeceksin', 'Rüzgarlarin önünde', 'Kuru bir yaprak gibi', 'Sürüklenecek sürükleneceksin', ' Sefkat nedir ask nedir', 'Ömrünce bunu bilmeyeceksin', 'Rüzgarlarin önünde', 'Kuru bir yaprak gibi', 'Sürüklenecek sürükleneceksin']"
,sen-sevgini-bana-sakla,"['Seni seven olabilir', 'Sen onlara dönüp bakma', 'Sana aşık olan benim', 'Sen sevgini bana sakla', ' Ömründeki her gününde', 'Hece hece sözlerinde', 'Yüreğinin ta içinde', 'Sen sevgini bana sakla', ' Seni seven olabilir', 'Sen onlara dönüp bakma', 'Sana aşık olan benim', 'Sen sevgini bana sakla', ' Ömründeki her gününde', 'Hece hece sözlerinde', 'Yüreğinin ta içinde', 'Sen sevgini bana sakla']"
,sende-basini-alip-gitme-ne-olur,"['Ben suyumu kazandım da içtim', 'Ekmeğmi böldüm de yedim', 'Alkışı duydum ', 'İhaneti gördüm ', 'Sesimde oldu sessizliğimde ', 'Seviştiğim de oldu benim', ' Sende başını alıp gitme ne olur  ', 'Ne olur tut ellerimi ', 'Hayatta hiçbir şeyim az olmadı senin kadar ', 'Ve hiçbir şeyi özlemedim seni özlediğim kadar ', 'Sende başını alıp gitme ne olur ', 'Ne olur tut ellerimi 2x ', 'Ne olur,Ne olur..']"
,senden-bilirim,"['Senden bilirim yok bana bir fâide ey gül', 'Gül yağını eller sürünür çatlasa bülbül', 'Etsem de abestir sitem-i hâra tahammül', 'Gül yağını eller sürünür çatlasa bülbül', ' Ellerle o zevk etti ben ateşlere yandım', 'Çektim o kadar cevr ü cefâsın kim usandım', 'Derlerdi kabul etmez idim şimdi inandım', 'Gül yağını eller sürünür çatlasa bülbül', '']"
,senden-bilirim-yok-bana-faide,"['Senden bilirim yok bana bir fâide ey gül ', 'Gül yağını eller sürünür çatlasa bülbül ', 'Etsem de abestir sitem-i hâra tahammül ', 'Gül yağını eller sürünür çatlasa bülbül ', ' Ellerle o zevk etti ben ateşlere yandım ', 'Çektim o kadar cevr ü cefâsın kim usandım ', 'Derlerdi kabul etmez idim şimdi inandım ', 'Gül yağını eller sürünür çatlasa bülbül ', '   Beste: Tanburî Ali Efendi', 'Güfte: Nevres-i Cedîd', 'Makam: Hüseynî', 'Usûl: Yürük Semâî', 'Seslendiren: Zeki Müren']"
,senede-bir-gun,"['Gönlümde açmadan solan bir gülsün', 'Her zaman gamlıyım her zaman üzgün', 'Beklerim yolunu aylar boyunca', 'Yeterki gel bana', 'Senede bir gün, senede bir gün', '  Ağarsın saçların, solsun yanağın', 'Adını anmaktan yansın dudağım', 'Bu aşka canımı adayacağım', 'Yeter ki gel bana', 'Senede bir gün, senede bir gün']"
,seneler-ne-olur-ustume-gelmeyin,"['Seneler ne olur üstüme gelmeyin', 'Saatler durun biraz ömrüm bitirmeyin', 'Bunca yıl geldi geçti söyleyin ne anladım', 'Mazideki günleri daha ben yaşamadım', ' Sanki ömrüm takvimden koparılan yapraklar', 'Yırtılıp atılacak o güzelim sayfalar', 'Batan güneş uzun gece ne hep zalimsin', 'Bir zamanlar en güzel duyguyu siz verdiniz', ' Kalbim zamanla yarışırdı evvelden', 'Şimdi bu hüzün bu yorgunluk neden', 'Seneler ne olur üstüme gelmeyin', 'Saatler durun biraz ömrüm bitirmeyin']"
,seni-ben-ellerin-olsun-diye-mi-sevdim,"['seni ben ', 'ellerin olsun diye mi sevdim ', 'herseyimi ', 'ugruna bos yere mi verdim ', 'yalan sozlerle aldatip ', 'seninim derdin ', 'herseyimi ', 'ugruna ben ', 'seni ben ', 'ellerin olsun diye mi sevdim ', 'herseyimi ', 'ugruna bos yere mi verdim ', 'yalan sozlerle aldatip ', 'seninim derdin ', 'herseyimi ', 'ugruna ben bos yere mi verdim ', ' ']"
,seni-ben-unutmak-istemedim-ki,"['Seni ben unutmak istemedim ki', 'Uzayan yollara neden inandin?', 'Sevenler verdigi sozden doner mi?', 'Su yalan yillara neden inandin?', '   Seni unutsaydım bekler miydim hiç?', 'Bir derdime bin dert ekler miydim hiç?', 'Bu sonsuz hasreti kalbime koyup', 'Bir ömür boyu çeker miydim hiç?', '  ']"
,seni-istiyorum,"['Vefasızlık gözümde çapak,', 'Her pınar kurur bir gün,', 'Unutma ağustosta pınar,', ' Nisansız baharlarda olsa,', 'Teşrifsiz güzler,', 'Aşksız mevsimler,', 'Çorak anılar,', ' Karda yeşil erik diyorum,', 'Ama...', 'Seni istiyorum!']"
,seni-nasil-sevdim,"['SENİ NASIL SEVDİM BİLİYOR MUSUN?', 'KULLARIN TANRIYI SEVDİĞİ GİBİ,', 'SANA HASRET KALDIM, SARILAMADIM,', 'BÜBÜLÜN GÜLE HASRETİ GİBİ,', ' GÖNLÜME NE BAHAR NE DE YAZ GELDİ,', 'NE SESİNİ DUYDUM NE ELİM DEĞDİ,', 'KADER SENİ DEĞİL HEP ÇİLE VERDİ,', 'BÜTÜN AŞIKLARIN ÇEKTİĞİ GİBİ,', ' HEP SENİ İSTEDİM YARADANIMDAN,', 'AĞAÇLARIN YAĞMUR DUASI GİBİ', 'ÖYLESİNE HASRET KALDIM YÜZÜNE ', 'SANKİ ÇOK SEVMEMİN CEZASI GİBİ,', ' GÖNLÜME NE BAHAR NE DE YAZ GELDİ,', 'NE SESİNİ DUYDUM NE ELİM DEĞDİ,', 'KADER SENİ DEĞİL HEP ÇİLE VERDİ,', 'BÜTÜN AŞIKLARIN ÇEKTİĞİ GİBİ, ÇİLESİ GİBİ.']"
,seni-senden-istiyorum,"['Geceler boyu yandım', 'Mektuplar yazdım yırttım', 'Söyleme utandım', 'seni senden istiyorum', ' Ne bahardan bir yaprak', 'Ne bulutlardan yağmur', 'Artık söylüyorum', 'Söylüyorum bak', 'Seni senden istiyorum', ' Özlemin nehir gibi', 'Aşkına koşuyorum', 'Bu aşkımın bedeli', 'Seni senden istiyorum']"
,seni-sevda-cicegim,"['Seni sevda çiçeğim tac-ı serim', 'Bilemezsin ne kadar çok severim', 'Bunu her gün sorar tazelerim', 'Söyle kalbinde var mı yerim', '']"
,seni-sordum-yildizlara,"['Mevsimlerden ilkbaharken ', 'Gönüllere aşk dolarken ', 'Sevenler hep es ararken ', 'Neden benden kaçıverdin ', ' Seni sordum yıldızlara ', 'Seni sordum yalnızlara ', 'Seni sordum kuşlara ', 'Ucan kuşlara ', ' Hani beni seviyordun ', 'Yalnız benle gülüyordun ', '']"
,seni-unutsaydim-bekler-miydim-hic,"['Seni ben unutmak istemedim ki,', 'Uzayan yollara neden inandın,', 'Sevenler verdiği sözden döner mi?', 'O yalan yıllara neden inandın.', ' Seni unutsaydım bekler miydim hiç,', 'Bir derdime bin dert ekler miydim hiç,', 'Bu sonsuz hasreti kalbime koyup,', 'Bir ömür boyu ah çeker miydim hiç.', ' Bana sen uzaktan sitem ettikçe,', '']"
,seninle-bir-sonbahar,"['Seninle bir sonbahar mevsimiydi tanıştık,', 'Sanki birbirimizi yıllarca aramıştık,', 'Düşmeden el diline mesut günler yaşadık.', 'Yabancı olduk şimdi yazık birbirimize,', 'istersen gel dönelim eski günlerimize.', ' Bazı gün ben küserdim, darılırdın bazı sen.', 'Barıştırırdı bizi alnıma konan busen.', 'Ayrıldık ayrılalı ne haldeyim bir bilsen.', 'Yabancı olduk şimdi yazık birbirimize,', 'İstersen gel dönelim eski günlerimize.']"
,seninle-dustum-dile,"['Seninle düştüm dile', 'Aşkın ban bir çile', 'Rakip olur bülbüle', 'Göül ah gönül verince güle', ' Gonca mısın gül müsün', 'Menekşe gözlü müsün', 'Manolya yüzlü müsün', 'Gönül ah gönülden sözlü müsün', '']"
,sensiz-kalan-gonlumde,"['Sensiz kalan gonlumde bil ki hayat virane', 'Sen yoksun ya yanımda bu alemden bana ne', 'Bu dünyada sevmeyen ye deli ye divane', 'Sen yoksun ya yanımda bu alemden bana ne', '']"
,sensiz-saadet-neymis,"['SENSİZ SAADET NEYMİŞ?', 'TATMADIM BİLEMEM Kİ,', 'ALIN YAZIMSIN BENİM,', 'NE YAPSAM SİLEMEM Kİ,', ' SENİ UZAKTAN SEVMEK,', 'HAZLARIN EN BÜYÜĞÜ,', 'ALIŞTIM HASRETİNE,', 'GEL DESEN GELEMEM Kİ.', '']"
,sesinde-sarkisi-askin,"['Sesinde şarkısı aşkın', 'Figan olup gidiyor', 'Bahara ermedi mevsim', 'Hazan olup gidiyor', ' O bitmeyen geceler hep', 'Bir an olup gidiyor', 'Yazık yazık ki şu ömrüm', 'Ziyan olup gidiyor', '']"
,sev-beni,"['Sev Beni Beni', 'Kayboldum aşk yollarında, bul beni beni', 'Uçan kuştan, esen yelden sor beni beni', ' ümitlerim kül olmadan', 'Saçlarıma kar yağmadan', 'Baharım da kış olmadan', 'Sev beni beni', 'Ah sev beni beni', ' Yumma öyle gözlerini, gör beni beni', 'Beni yıllarca ağlamışım, gel güldür beni', 'Gündüzler gecem olmadan', 'Gerçekler yalan olmadan', 'Yalnızlık beni bulmadan', 'Sar beni beni', 'Ah sar beni beni', '']"
,sevdi-bu-gonul-seni-yaman-eylemedi,"['Sevdi bu gönül seni yaman eylemedi', '(Terennum) be li be li be li dost be hey zalim', 'Çekti sitemin bunca figan eylemedi', 'Be li be li be li dost be hey zalim', 'Bicare zaifi imtihan etmek için', '(Terennum) hey canım hey mirim hey nazeninim', 'İzhar-i muhabbet etti kan eylemedi', '(Terennum) be li be li be li dost be hey zalim', '(Ah) bildi tamam alem ben derd-i mend-i asikam', 'Yarab henuz halimi bilmez mi ola yar-i men', 'Hey canım, hey hey mirim ye lel le la li', 'Yarab henüz halimi bilmez mi ola yar-i men', 'Hey canım, hey mirim vay']"
,sevemez-kimse-seni,"['Sevemez kimse seni', 'Benim sevdiğim kadar', 'Sevgilim sen olmasan', 'Yaşamak neye yarar', ' Hergün seni düşünür', 'Heran seni yaşarım', 'Seni sevmekden değil', 'Kaybetmekden korkarım', ' Birgün beni unutur', 'Başkalarına bakma', 'Birazcık sevgin varsa', 'Beni yanlız bırakma', ' Hergün seni düşünür', 'Heran seni yaşarım', 'Seni sevmekden degil', 'Kaybetmekden korkarım']"
,seven-ne-yapmaz,"['Bana kollarını uzatsan biraz', 'Uğrunda bu gönül neye katlanmaz', 'Öl desen ölürüm ölürüm inan', 'Seven ne yapmaz seven ne yapmaz', ' Ümidim emelim hevesim sensin', 'Bağrımda soluğum nefesim sensin', 'Gel öldür bu ömür boyle tükensin', 'Seven ne yapmaz seven ne yapmaz', '']"
,sevgi-dolu-su-gonlum,"['Sevgi dolu şu gönlüm', 'Bir kuş gibi kanatlı', 'Dünyam seninle güzel', 'Hayat seninle tatlı', ' Sen benim her şeyimsin', 'Canımsın candan yakın', 'Unutur sanma sakın', 'Unutmam unutamam', ' Sevginle yanar gönlüm', 'Bağrımdaki ateşsin', 'Dünyamı aydınlatan', 'Hayat veren güneşsin', ' Sen benim her şeyimsin', 'Canımsın candan yakın', 'Unutur sanma sakın', 'Unutmam unutamam']"
,sevgilim-bir-insan-dogarken-aglar,"['Sevgilim güvenme güzelliğine', 'Senin de saçların tarumar olur', 'Aldanma talihin pembe rengine', 'Hayatın uzun bir intizar olur.', ' Sevgilim her insan doğarken ağlar', 'Çiçeklerle açar sularla çağlar', 'Rehgüzâr olur bahçeler bağlar', 'Nihayet isimsiz bir mezar olur.', ' Sevgilim baksana bir yanda gülen', 'Bir yanda gözümün yaşını silen', 'Kimi benim gibi erir derdinden', 'Kimi senin gibi bahtiyar olur!', ' Sevgilim senin de geçer zamanın', 'Ne şöhretin kalır ne hüsn-ü ânın', 'Böyledir kanunu kahpe dünyanın', 'Dört mevsim içinde bir bahar olur!']"
,sevgimizin-askimizin-ustunden,"['Sevgimizin aşkımızın üstünden', 'Sene geçti, mevsim geçti, ay geçti', 'Rüyamızın hülyamızın üstünden', 'Yağmur geçti, dolu geçti, kar geçti', ' Ne birleştik ne ayrıldık biz', 'Kış geçti, bahar geçti, yaz geçti...', 'Bu aşkın bu sevdanın üstünden', 'Hayat geçti, ömür geçti, yaş geçti...', '']"
,sevgisiz-kaldim,"['Bu ne sevgi ah bu ne ızdırap', 'Zavallı kalbim ne kadar harap', 'Nasibim olsun bir yudum şarap', 'Şunda içeyim yarin elinden', ' Al su kadehi yasla doldurma', 'Düşürme yeter gönlümü gama', 'Gurubun rengi vurmadan cama', 'Ver mezesini tatlı lebinden', ' Bahtım sarılmış simsiyah tule', 'Nemli gözlerle yalvardım güle', 'Uzak kalırsan bana acele', 'Selamlar gönder seher yeliyle']"
,sevil-de-sevme,"['Sevil neşelen sevme yanarsın', 'Bir sarı saçı okşar kanarsın', 'O bir gölgedir', 'Varlık sanırsın', 'Sevilde sevme', 'Ağlama ağlat', 'Yoksa zehir olur', 'Bu tatlı hayat', 'Sevda çölünden geçerse yollar', 'Bütün bir ömür ah ile dolar', 'İnan ki gençlik', 'Gülden tez solar', 'Sevilde sevme', 'Ağlama ağlat', 'Yoksa zehir olur', 'Bu tatlı hayat']"
,seviyorum-iste-var-mi-diyecegin,"['Yağmur olsan toprağınım', 'Rüzgâr olsan yaprağınım', 'Irmak olsan bir dalınım', 'Seviyorum işte varmı diyeceğin', ' Sen baharsan mevsim benim', 'Sen muratsan yeşil benim', 'Sen mızrapsan nağme benim', 'Seviyorum işte varmı diyeceğin', ' Derya olsan alem benim', 'Nefes olsan neyzen benim', 'Gönül olsan sevda benim', 'Seviyorum işte varmı diyeceğin']"
,seyr-i-mehtab-edelim-bu-seb-ey-mehlika,"['seyr-i mehtab edelim bu seb ey meblika', 'Saffetinden gümüs ayineye donmuş derya', '(Yuruk semai) yel le lel ye le lel le lel yar yar yar yar', 'Gel isvebazim', '(Devr-i hindi) cik gorun hale-i nurane-i didarinla', '(Yuruk semai) ne demekmiş ayon on dördünü görsün dünya', '']"
,sirilsiklam-seviyorum,"['Mahzendeki şarap gibi dudaklarım yıllanmış', 'Yudum yudum dudağından içtim başım dönüyor         ', ' Sırıl sıklam seviyorum dudağından öpüyorum                  ', 'Sanki şarap içiyorum başım dönüyor dönüyor dönüyor', 'Sırıl sıklam seviyorum dudağından öpüyorum                  ', 'Sanki şarap içiyorum başım dönüyor dönüyor dönüyor', 'Başım dönüyor dönüyor dönüyor', ' Seni artık unutamam ben sensiz yaşayamam', 'Sanki beni unuttun ben seni unutamam   ', 'Sırıl sıklam seviyorum dudağından öpüyorum                  ', 'Sanki şarap içiyorum başım dönüyor dönüyor dönüyor', 'Sırıl sıklam seviyorum dudağından öpüyorum                  ', 'Sanki şarap içiyorum başım dönüyor dönüyor dönüyor', 'Başım dönüyor dönüyor dönüyor']"
,simidimde-susamdin,"['Yıldızları gökyüzünde sever aşıklar', 'Ben, hepsi düşsünler isterim, tek tek...', 'Muradım seni dilemek...', ' Ağaçlar hiç çiçeklenmesin', 'Tüm aylar şubat olsun', 'Sen yağmuru severdin', 'Bana ıslak bir günde neler verdin...', ' ""Rüzgarlar göz pınarlarımda buz', 'Kış aşk mevsimidir"" derdin', 'Hırçın geceler kollarımda titrerdin', ' ']"
,siyah-ebrulerin,"['Siyah ebrulerin duruben çatma', 'Gamzen oklarını aşıka atma', 'Sana gönül verdim beni ağlatma', 'Benim gözüm nuru gönlüm süruru', ' Öğüttür verdiğim tut benim sözüm', 'Severim demeye tutmadı yüzüm', 'Ah efendim benim a iki gözüm', 'Benim gözüm nuru gönlüm süruru', '']"
,solsan-da-sararsan,"['Solsan da sararsan yine gül pembe dehensin', 'Rabbin bana bir nimeti varsa o da sensin', 'Sinem ebediyen o güzel tenye bezensin', 'Rabbin bana bir nimeti varsa o da sensin', '']"
,son-bir-defa,"['Anladım git diyorsun istemiyorsun', 'Anladım bitti bu aşk bitti diyorsun', 'Madem ki gözyaşımı dindirmiyorsun', 'Son bir defa gülümse tesellim olsun', ' Sevgilim aşkın beni öldürse bile', 'Gözyaşım ömür boyu dökülse bile', 'İçimde en son ümit tükense bile', 'Son bir defa gülümse tesellim olsun', ' Anladım artık beni terkediyorsun', 'Anladım gidiyorsun dönmem diyorsun', 'Madem ki veda edip ayrılıyorsun', 'Son bir defa gülümse tesellim olsun']"
,sorma-arkadasim,"['Sorma arkadaşım, neden dertliyim', 'Her gecen bir yara açıpta gitti', 'Yanık sigarayı bastı kalbime', 'Ardına bakmadan kaçıpta gitti', ' Benden çok iyidir mecnunun hali', 'Yalansa boynuma aşkın vebali', 'Yuvayı terkeden bir kuş misali', 'Bir sabah ansızın uçupta gitti', ' Gönül celme yedi,her aşk oyununda', 'Talihim uyudu zulumun koynunda', 'Dertler muska gibi benim boynumda', 'Vefasız sevgilim kaçıpta gitti', ' Artık ben değilim, bende olan kim', 'Boşa yaşıyorum onsuz inan ki', 'Birgün su kapıdan gelecek sanki', 'Adını kalbime yaziıpta gitti']"
,sorma-ne-haldeyim,"['gün ağarınca boynum bükülür ', 'dalarım uzaklara gönlüm sıkılır ', 'sorma ne haldeyim ', 'sorma kederdeyim ', 'sorma yangınlardayım zaman zaman ', 'sorma utanırım ', 'sorma söyleyemem ', 'sorma nöbetlerdeyim başım duman ', 'ah bu yangın beni öldürüyor yavaş yavaş ', 'kor kor ateşler yanıyor içimde ', 'aşkı beni kül ediyor...']"
,sormadin-halimi-hic,"['Sormadın halimi hiç kalbimin esrarı nedir', 'Çekerim aşkını çılgın gibi ben kaç senedir', ""Ölmeden ruhuma sen bari biraz neş'e getir"", 'Çekerim aşkını çılgın gibi ben kaç senedir', '']"
,soyle-nedir-bais-i-zari-gonul,"['Söyle nedir bais-i zarin gönül', 'Yare mi açtı sana yarin gönül', 'Bilmedin mi halini zarin gönül', 'Yare mi açtı sana yarin gönül', '']"
,soylemek-istesem-gonuldekini,"['Söylemek istesem gönüldekini', 'Dilime dolanan ıstırap olur', 'Yazsaydım derdimin ben bir tekini', 'Ciltlere sığmayan bir kitap olur', ' Ne yaman çileli bir insanmışım', 'Sunulan her zehri şifa sanmışım', 'Ah ne aldanmışım, ne aldanmışım', 'Aldanan gönülde aşk serap olur', '']"
,soylemem-derdimi-kimseye,"['Söyleyemem derdimi kimseye', 'Derman, derman olmasın diye', 'İnleyen şu kalbimin sesini', 'O yar, o yar duymasın diye', ' Sakladım göz yasımı', 'Vefasız o yar, o yar', 'Görmesin diye', ' Söyleyemem derdimi kimseye', 'Derman, derman olmasın diye', 'İnleyen şu kalbimin sesini', 'O yar, o yar duymasın diye', ' Sakladım göz yasımı', 'Vefasız o yar, o yar', 'Görmesin diye']"
,soz-verirsin-severek,"['Söz verirsin severek', 'Bekletirsin üzerek', 'Ağlatırsın gülerek', 'Gülme gülme istemem artık   ', ' Kaçıncı söz verişin   ', 'Kaçıncı bekletişin   ', 'Kaçıncı gelmeyişin   ', 'Gelme gelme istemem artık   ', ' Derde saldın başımı', 'Bak ağarttın saçımı', 'Çağlayan göz yaşımı', 'Silme silme istemem artık   ', ' Kaçıncı söz verişin', 'Kaçıncı bekletişin   ', 'Kaçıncı gelmeyişin   ', 'Gelme gelme istemem artık']"
,sulari-tasladim,"['Suları taşladım ellerimde boğdum seni harelerde', 'Artık yaban gözler görmeyecek yüzünü,', 'Öldün, aşkım dirildi.', 'Boynu bükük kır çiçekleri tutsun yasını', 'Söğütler kamçılasın beni', 'Ellerimle boğdum seni', 'Bir oyuncak kayık battı kıyıda', 'Bir çocuk ağlıyordu', 'Ben sana,', 'Sen kağıttan sandala kıydın,', 'Yapmamalıydın.', '']"
,sus-kalbim-sus,"['Sus kalbim sus artık.anlatma ne olur', 'O aşktan geriye göz yaşı kaldı', 'Sus kalbim sus artık.anlatma ne olur', 'O aşktan geriye pişmanlık kaldı', ' O kadar da masum ..mazlum değilmiş', 'Mutluluk vadetti .hüsran bıraktı', 'Hiç kimse böyle bir..zulmü yaşamadı', 'Ateşlerde yaktı.bir kül bıraktı', ' Bilmem ki ne yaptım.ne yaptım ben ona', 'Hangi vefasızlığı yaşattım ona', 'Bir sevgi istedi.canımdan can verdim', 'Fırlatıp atıldım.dert deryasına', '  Gururum incindi.incindi yüreğim', 'Hayatım mahvoldu yok pahasına', 'sus kalbim sus artık.anlatma ne olur', 'sığınıp yaşıyamam hep anısına']"
,susma,"['Susma konuş bir şeyler söyle', 'Yüzüme bakma öyle ', 'Ya evet ya hayır de ', 'Bu aşk yürümez böyle ', ' Seni sevdiğim gibi başkasını sevseydim ', 'Aşk dolu şu kalbimi başkasına verseydim ', 'Diz çökerdi önümde köle olurdu bana ', 'Sana verdiklerimi başkasına verseydim ', ' Susma, bana gerçeği söyle', 'Gözüme bakma öyle', 'Ya evet ya hayır de', 'Bu aşk yürümez böyle', ' Gülme, benim halime gülme ', 'Aşkımla alay etme ', '']"
,suznak-pesrev,"['Şarkı enstrümantal olduğu için şarkı sözü bulunmamaktadır.', '']"
,suzup-suzup-de-ey-melek,"['(Yuruk semai) suzup suzup de ey melek', 'O cesm-i nim-habini', 'Neden ya rağbet etmemek', 'Dağıtmağa sehabini', '(Devr-i hindi) gönül beğendi sevdi pek', 'Hitabini cevabını', '(Yuruk semai) iç şimdi iç şarabım', 'Ko bir yana hıcabını', 'Aç şimdi aç nikaabını', 'Ayan et afitabını']"
,saka-yapma,"['Aşkın oku kalpten vurur', ""Yakar yakar'da kavurur"", 'Şaka yapma şaka yapma', 'Kalbim durur kalbim durur', ' Fidan boyu daldan olmuş', 'Gül yanağın al dan olmuş', 'Üzme beni kiraz dudaklım', 'Şaka yapma şaka yapma', ' Şaka yapma kalbim durur', 'Kalbim kalbim senin olsun', 'Aşık oldum gülüm sana', ""Sözlerim inansa'na"", ' Bütün ömrümü vereyim', 'Şaka yapma şaka yapma', 'Şaka yapma kalbim durur', 'Kalbim kalbim kalbim senin olsun.']"
,sarap-mahzende-yillanir,"['Şarap mahzende yıllanır,', 'Aşkın kalbimde yıllanıyor,', 'İkisini birden içtim', 'İnan içim yanıyor,', 'İnsan dudak kadeh,', 'Kadeh dudaktır sanıyor,', 'Dudak kadehtir sanıyor,', 'İkisini birden içtim', 'İnan içim yanıyor.', '']"
,sarkilar-seni-soyler-huysuz-ve-tatli-kadin,"['ŞARKILAR SENİ SÖYLER,', 'DİLLERDE NAĞME ADIN,', 'AŞK GİBİ SEVDA GİBİ,', 'HUYSUZ VE TATLI KADIN,', ' EN GÜZEL GÜNLERİNİ,', 'DEMEK BENSİZ YAŞADIN,', 'AŞK GİBİ SEVDA GİBİ,', 'HUYSUZ VE TATLI KADIN.', '']"
,sarkilara-sordum,"['Mevsimlerden ilkbaharken', 'Gönüllere aşk dolarken', 'Sevenler hep es ararken', 'Neden benden kaçıverdin', ' Seni sordum yıldızlara', 'Seni sordum yalnızlara', 'Seni sordum kuşlara', 'Ucan kuşlara', ' Hani beni seviyordun', 'Yalnız benle gülüyordun', '']"
,sastim-allahim-da-sastim,"[""Şaştım Allah'ım da şaştım da"", 'Görünen dağları yar ilen aştım Vay aştım', 'Zalımoğlu derler de bir beye düştüm Vay düştüm', 'Asıyorlar da suna boylum Gel ağla', 'Asıyorlar da kömür gözlüm Sen ağla.', '']"
,sedaraban-pesrev,"['Şarkı enstrümantal olduğu için şarkı sözü bulunmamaktadır.', '']"
,seytana-uyduk-bir-kere,"['Şeytana uyduk bir kere', 'Perişan olduk yüz bin kere', 'Bana ne yapsan, bana ne etsen', 'Haklısın ne söylesen', ' Gelip halimi görsen', 'Nasılda pişmanım bilsen', 'Rahatmıyım sanki ben', 'Mesutmuyum sanki ben', 'Ağladıkça inledikçe', 'Ah ettikçe böyle sen', ' Seni kalbimden atamam', 'Ayrılsakta unutamam', 'Hergün kahrımdan, durmadan içsemde', 'Kendimi avutamam']"
,simdi-uzaklardasin,"['Şimdi uzaklardasın', 'Gönül hicranla doldu', ' Hiç ayrılamam derken', 'Kavuşmak hayal oldu', ' Sevda bahçelerinin ', 'Çiçekleri hep soldu', ' Hiç ayrılamam derken ', 'Kavuşmak hayal oldu']"
,talihin-elinde-oyuncak-oldum,"['Talihin elinden oyuncak oldum', 'Kader böyle imiş buymuş alın yazım', 'Zalim elinden sarardım soldum', 'Şimdi gönlü kırık yaralı kuşum', ' Ömrümce gülmedim yanarım inan buna', 'İsterim artık kader gülsün bana', 'Gençliğim geçti yazık ızdıraplar içinde', 'Acaba bir gün acaba bir gün gülecek miyim', ' Sensiz geçen günler karanlık gecedir', 'Gel sensiz yaşamak bitmeyen işkencedir', 'Beklerim yolunu ömür boyunca', 'Adın dilimde her an bir hecedir']"
,tambur-taksimi,"['Şarkı enstrümantal olduğu için şarkı sözü bulunmamaktadır.', '']"
,tek-kisilik-din,"['Hayallerimden kulübe ördüm', 'Yolsuz, damsız.', 'Alnımın ateşinde ısıtırım elimi', 'Or kütükler yakarım göz bebeklerimde', 'Gamsız..', 'Çoban yıldızından kıskanırım', 'Çamların nefesinden', 'Gündüzleri yalnız benim sanırım', 'Ürperirim gecelerin sesinden..', ' Ne yitirdiysem karanlıklar götürdü', 'Seni onlara kaptırmam', 'Tek kişilik din yarattım', 'Ellere taptırmam.']"
,tekrar-bana-donsen,"['Tekrar bana dönsen', 'Yine beni sevsen', ' Kalbimde sen ruhumda sen', 'Ne olursun bana sevgilim desen', ' Ey sevgili bil ki', 'Gam yemezdim yolunda bile ölsem', ' Kalbimde sen ruhumda sen', 'Ne olursun bana sevgilim desen', ' Kalbimde sen aşkımda sen', 'Ne olursun bana sevgilim desen']"
,tel-tel-taradim,"['Tel tel taradım zülfünü', 'Tellerine gül bağladım', ' Göğsündeki gonce gülün', 'Yaprağına bel bağladım', ' (x2)', 'Tenneni teneni (x4) tennennennenni vay', 'Yaprağına gül bağladım', ' Girdim bir gül bahçesine', 'Gül topladım bohçasına', ' Mail oldum lehçesine', 'Divan durup el bağladım', '(x2)', 'Tenneni teneni (x4) tennennennenni vay', 'Yaprağına gül bağladım']"
